lead_id,created_date,segment,region,source,industry,became_opportunity,opportunity_date,closed_won,close_date,deal_value_eur,sales_rep
L1297,2024-03-30,Mid-Market,AMER,Outbound,Education,True,2024-04-13,False,2024-05-24,,Rep_6
L1298,2023-02-27,Enterprise,EMEA,Inbound,Public Sector,True,2023-03-15,True,2023-06-15,55000.0,Rep_9
L1299,2024-02-26,Mid-Market,APAC,Inbound,Professional Services,False,,False,,,Rep_3
L1300,2023-06-24,Enterprise,APAC,Inbound,Manufacturing,True,2023-07-18,False,2023-10-17,,Rep_8
L1301,2024-08-20,SMB,EMEA,Inbound,Education,False,,False,,,Rep_8
L1302,2024-10-15,Enterprise,EMEA,Inbound,Professional Services,True,2024-10-28,False,2025-03-26,,Rep_5
L1303,2024-11-24,Mid-Market,AMER,Outbound,Professional Services,False,,False,,,Rep_2
L1304,2024-03-28,Enterprise,APAC,Inbound,Manufacturing,False,,False,,,Rep_10
L1305,2023-11-03,Enterprise,APAC,Outbound,Education,False,,False,,,Rep_7
L1306,2024-12-07,Mid-Market,APAC,Event,Healthcare,True,2024-12-21,True,2025-04-28,53000.0,Rep_8
L1307,2023-04-20,SMB,APAC,Event,Manufacturing,False,,False,,,Rep_10
L1308,2024-01-03,SMB,APAC,Partner,Education,False,,False,,,Rep_12
L1309,2023-10-30,Mid-Market,APAC,Partner,Healthcare,True,2023-11-25,True,2023-12-27,49000.0,Rep_10
L1310,2024-12-03,Enterprise,AMER,Partner,Education,False,,False,,,Rep_1
L1311,2024-09-12,Enterprise,EMEA,Outbound,Professional Services,False,,False,,,Rep_5
L1312,2023-08-24,Enterprise,EMEA,Event,Public Sector,False,,False,,,Rep_6
L1313,2023-08-13,Mid-Market,EMEA,Partner,Professional Services,False,,False,,,Rep_10
L1314,2023-09-14,Mid-Market,APAC,Partner,Professional Services,False,,False,,,Rep_12
L1315,2024-11-06,SMB,APAC,Outbound,Professional Services,False,,False,,,Rep_3
L1316,2024-10-05,Enterprise,EMEA,Event,Manufacturing,True,2024-10-30,False,2025-02-16,,Rep_8
L1317,2023-02-04,SMB,EMEA,Inbound,Professional Services,False,,False,,,Rep_12
L1318,2023-05-15,SMB,EMEA,Partner,Healthcare,True,2023-05-29,False,2023-10-12,,Rep_3
L1319,2023-07-25,Mid-Market,APAC,Event,Education,True,2023-08-16,False,2023-12-17,,Rep_9
L1320,2024-05-28,SMB,EMEA,Outbound,Public Sector,False,,False,,,Rep_3
L1321,2023-09-21,SMB,APAC,Partner,Professional Services,False,,False,,,Rep_8
L1322,2023-10-30,Enterprise,AMER,Partner,Professional Services,False,,False,,,Rep_6
L1323,2023-04-28,SMB,EMEA,Partner,Professional Services,False,,False,,,Rep_2
L1324,2023-05-25,SMB,AMER,Partner,Education,False,,False,,,Rep_4
L1325,2024-11-23,SMB,APAC,Event,Professional Services,False,,False,,,Rep_7
L1326,2024-07-24,Mid-Market,EMEA,Outbound,Healthcare,False,,False,,,Rep_7
L1327,2023-01-15,SMB,AMER,Partner,Professional Services,False,,False,,,Rep_2
L1328,2024-04-10,SMB,AMER,Partner,Manufacturing,False,,False,,,Rep_12
L1329,2024-11-19,SMB,EMEA,Outbound,Manufacturing,False,,False,,,Rep_7
L1330,2024-10-15,SMB,AMER,Partner,Healthcare,False,,False,,,Rep_2
L1331,2024-11-22,SMB,EMEA,Event,Education,False,,False,,,Rep_1
L1332,2024-09-26,SMB,EMEA,Outbound,Public Sector,False,,False,,,Rep_9
L1333,2023-12-02,SMB,AMER,Event,Professional Services,False,,False,,,Rep_4
L1334,2024-10-25,Enterprise,AMER,Outbound,Manufacturing,True,2024-11-13,False,2025-02-28,,Rep_11
L1335,2024-02-23,SMB,EMEA,Outbound,Manufacturing,True,2024-02-29,False,2024-06-15,,Rep_8
L1336,2023-04-29,Enterprise,AMER,Event,Education,True,2023-05-21,True,2023-10-14,51000.0,Rep_6
L1337,2024-11-17,SMB,EMEA,Outbound,Education,False,,False,,,Rep_12
L1338,2024-07-07,Mid-Market,APAC,Inbound,Professional Services,False,,False,,,Rep_12
L1339,2023-06-08,Enterprise,APAC,Partner,Healthcare,False,,False,,,Rep_11
L1340,2023-04-12,SMB,AMER,Inbound,Manufacturing,False,,False,,,Rep_10
L1341,2024-02-22,Mid-Market,AMER,Outbound,Healthcare,False,,False,,,Rep_5
L1342,2023-02-03,SMB,EMEA,Inbound,Public Sector,False,,False,,,Rep_4
L1343,2024-03-30,SMB,APAC,Inbound,Public Sector,False,,False,,,Rep_4
L1344,2024-01-07,Mid-Market,AMER,Partner,Manufacturing,True,2024-02-02,True,2024-06-02,35000.0,Rep_1
L1345,2024-02-12,SMB,AMER,Inbound,Healthcare,False,,False,,,Rep_2
L1346,2024-04-10,Enterprise,EMEA,Partner,Education,True,2024-04-21,False,2024-05-26,,Rep_1
L1347,2023-12-08,SMB,AMER,Outbound,Manufacturing,False,,False,,,Rep_3
L1348,2024-08-01,Enterprise,AMER,Inbound,Public Sector,True,2024-08-30,False,2025-02-26,,Rep_4
L1349,2023-08-27,SMB,AMER,Inbound,Education,False,,False,,,Rep_3
L1350,2024-09-02,SMB,APAC,Inbound,Public Sector,True,2024-09-11,False,2025-02-26,,Rep_5
L1351,2023-06-28,SMB,AMER,Inbound,Education,True,2023-07-03,True,2023-11-01,15000.0,Rep_4
L1352,2024-08-25,Mid-Market,APAC,Outbound,Professional Services,False,,False,,,Rep_3
L1353,2023-09-29,SMB,APAC,Event,Manufacturing,True,2023-10-27,False,2023-12-25,,Rep_12
L1354,2023-03-07,Mid-Market,EMEA,Partner,Public Sector,False,,False,,,Rep_6
L1355,2024-06-09,SMB,AMER,Inbound,Professional Services,False,,False,,,Rep_8
L1356,2024-05-30,Mid-Market,EMEA,Inbound,Manufacturing,True,2024-06-23,True,2024-12-03,23000.0,Rep_5
L1357,2024-04-14,SMB,AMER,Inbound,Public Sector,False,,False,,,Rep_1
L1358,2023-03-04,SMB,APAC,Outbound,Healthcare,False,,False,,,Rep_7
L1359,2024-03-12,Mid-Market,APAC,Inbound,Professional Services,False,,False,,,Rep_8
L1360,2024-12-30,Mid-Market,EMEA,Event,Education,False,,False,,,Rep_2
L1361,2023-03-24,SMB,EMEA,Inbound,Professional Services,False,,False,,,Rep_3
L1362,2023-03-09,Mid-Market,AMER,Inbound,Manufacturing,True,2023-04-02,False,2023-09-19,,Rep_12
L1363,2023-11-29,SMB,AMER,Event,Manufacturing,False,,False,,,Rep_10
L1364,2024-06-27,SMB,EMEA,Outbound,Manufacturing,False,,False,,,Rep_9
L1365,2024-09-11,SMB,EMEA,Partner,Manufacturing,False,,False,,,Rep_12
L1366,2023-04-28,Enterprise,EMEA,Partner,Education,False,,False,,,Rep_11
L1367,2024-07-18,SMB,AMER,Event,Manufacturing,False,,False,,,Rep_4
L1368,2024-03-16,SMB,APAC,Inbound,Manufacturing,False,,False,,,Rep_4
L1369,2024-02-28,SMB,EMEA,Partner,Professional Services,False,,False,,,Rep_8
L1370,2024-02-13,Enterprise,APAC,Inbound,Professional Services,False,,False,,,Rep_2
L1371,2023-11-17,SMB,AMER,Inbound,Education,False,,False,,,Rep_11
L1372,2023-09-19,Mid-Market,AMER,Event,Education,False,,False,,,Rep_3
L1373,2024-12-04,SMB,EMEA,Inbound,Public Sector,False,,False,,,Rep_2
L1374,2023-04-04,Enterprise,AMER,Event,Education,False,,False,,,Rep_2
L1375,2024-03-18,SMB,AMER,Partner,Professional Services,True,2024-04-15,False,2024-06-17,,Rep_9
L1376,2023-03-03,Mid-Market,AMER,Partner,Healthcare,False,,False,,,Rep_9
L1377,2024-07-29,SMB,AMER,Inbound,Education,False,,False,,,Rep_2
L1378,2024-02-25,SMB,AMER,Event,Manufacturing,False,,False,,,Rep_11
L1379,2024-03-09,Enterprise,AMER,Inbound,Professional Services,False,,False,,,Rep_12
L1380,2023-02-22,Mid-Market,AMER,Outbound,Manufacturing,False,,False,,,Rep_10
L1381,2023-11-16,SMB,AMER,Event,Education,False,,False,,,Rep_10
L1382,2024-06-03,Mid-Market,APAC,Partner,Healthcare,True,2024-06-29,False,2024-08-25,,Rep_6
L1383,2024-07-23,SMB,APAC,Inbound,Manufacturing,False,,False,,,Rep_5
L1384,2024-08-10,SMB,APAC,Partner,Manufacturing,False,,False,,,Rep_7
L1385,2024-07-28,Mid-Market,APAC,Outbound,Professional Services,False,,False,,,Rep_10
L1386,2024-09-20,Mid-Market,EMEA,Event,Public Sector,False,,False,,,Rep_9
L1387,2023-01-27,Enterprise,EMEA,Partner,Education,False,,False,,,Rep_11
L1388,2024-12-11,SMB,AMER,Partner,Healthcare,False,,False,,,Rep_3
L1389,2023-10-07,SMB,APAC,Partner,Public Sector,False,,False,,,Rep_5
L1390,2023-12-14,SMB,EMEA,Inbound,Education,False,,False,,,Rep_3
L1391,2023-05-27,SMB,AMER,Partner,Public Sector,False,,False,,,Rep_7
L1392,2023-03-13,Mid-Market,APAC,Inbound,Professional Services,True,2023-04-07,False,2023-05-30,,Rep_12
L1393,2024-06-27,SMB,APAC,Outbound,Education,False,,False,,,Rep_7
L1394,2024-04-09,Mid-Market,EMEA,Inbound,Healthcare,False,,False,,,Rep_6
L1395,2023-11-16,SMB,APAC,Event,Healthcare,False,,False,,,Rep_10
L1396,2024-09-02,Enterprise,EMEA,Inbound,Education,True,2024-09-08,True,2024-10-20,91000.0,Rep_11
L1397,2023-03-25,Enterprise,APAC,Partner,Education,True,2023-04-20,True,2023-09-10,185000.0,Rep_7
L1398,2023-10-07,Enterprise,EMEA,Event,Healthcare,True,2023-10-28,True,2024-03-16,21000.0,Rep_2
L1399,2023-10-18,SMB,AMER,Partner,Public Sector,False,,False,,,Rep_10
L1400,2024-05-13,Enterprise,APAC,Inbound,Healthcare,False,,False,,,Rep_5
L1401,2023-02-16,Mid-Market,APAC,Outbound,Education,True,2023-03-12,True,2023-06-02,23000.0,Rep_5
L1402,2023-08-05,Mid-Market,APAC,Event,Education,False,,False,,,Rep_5
L1403,2023-10-24,Enterprise,EMEA,Outbound,Professional Services,True,2023-10-29,True,2024-03-17,133000.0,Rep_3
L1404,2023-05-13,Mid-Market,APAC,Outbound,Manufacturing,False,,False,,,Rep_12
L1405,2023-08-24,SMB,EMEA,Event,Public Sector,False,,False,,,Rep_11
L1406,2023-12-29,Enterprise,EMEA,Event,Public Sector,True,2024-01-26,True,2024-02-29,81000.0,Rep_8
L1407,2023-03-21,SMB,APAC,Event,Healthcare,False,,False,,,Rep_10
L1408,2024-03-15,SMB,AMER,Event,Professional Services,False,,False,,,Rep_12
L1409,2024-10-17,Mid-Market,AMER,Inbound,Public Sector,False,,False,,,Rep_2
L1410,2024-02-19,SMB,AMER,Inbound,Education,True,2024-03-05,True,2024-07-30,12000.0,Rep_12
L1411,2024-01-06,Enterprise,APAC,Outbound,Professional Services,True,2024-01-14,True,2024-07-12,80000.0,Rep_7
L1412,2024-06-20,SMB,AMER,Outbound,Healthcare,True,2024-07-04,False,2024-09-28,,Rep_6
L1413,2023-06-22,Enterprise,APAC,Inbound,Manufacturing,True,2023-07-17,True,2023-12-24,109000.0,Rep_4
L1414,2023-12-24,SMB,EMEA,Outbound,Public Sector,False,,False,,,Rep_11
L1415,2023-06-01,Enterprise,AMER,Event,Healthcare,True,2023-06-10,True,2023-08-23,192000.0,Rep_10
L1416,2023-06-06,Mid-Market,APAC,Partner,Manufacturing,False,,False,,,Rep_11
L1417,2023-03-19,SMB,AMER,Outbound,Professional Services,False,,False,,,Rep_11
L1418,2024-05-20,Mid-Market,APAC,Inbound,Healthcare,False,,False,,,Rep_10
L1419,2024-08-16,SMB,APAC,Outbound,Healthcare,False,,False,,,Rep_10
L1420,2024-10-20,Mid-Market,EMEA,Inbound,Education,False,,False,,,Rep_10
L1421,2023-11-27,SMB,APAC,Partner,Healthcare,False,,False,,,Rep_11
L1422,2023-11-20,SMB,EMEA,Partner,Education,False,,False,,,Rep_2
L1423,2024-04-25,SMB,APAC,Event,Professional Services,False,,False,,,Rep_5
L1424,2023-10-09,Enterprise,APAC,Outbound,Education,False,,False,,,Rep_6
L1425,2024-06-03,SMB,EMEA,Partner,Manufacturing,True,2024-06-22,False,2024-08-05,,Rep_6
L1426,2023-10-21,Enterprise,APAC,Partner,Education,True,2023-10-28,False,2024-04-04,,Rep_7
L1427,2024-04-18,Enterprise,APAC,Partner,Public Sector,False,,False,,,Rep_12
L1428,2023-02-12,SMB,EMEA,Outbound,Education,False,,False,,,Rep_10
L1429,2024-10-29,SMB,EMEA,Event,Healthcare,False,,False,,,Rep_10
L1430,2024-05-02,SMB,AMER,Event,Healthcare,False,,False,,,Rep_1
L1431,2024-04-06,Enterprise,EMEA,Partner,Public Sector,True,2024-04-21,False,2024-06-11,,Rep_9
L1432,2024-10-23,Mid-Market,EMEA,Outbound,Healthcare,True,2024-11-04,False,2025-03-26,,Rep_9
L1433,2024-06-19,SMB,AMER,Event,Professional Services,False,,False,,,Rep_6
L1434,2024-01-17,SMB,AMER,Outbound,Education,False,,False,,,Rep_7
L1435,2024-02-23,Mid-Market,EMEA,Outbound,Education,False,,False,,,Rep_11
L1436,2024-09-04,SMB,APAC,Outbound,Healthcare,True,2024-09-29,False,2024-11-14,,Rep_6
L1437,2023-04-07,SMB,APAC,Outbound,Healthcare,False,,False,,,Rep_7
L1438,2023-10-18,Mid-Market,AMER,Partner,Education,True,2023-11-13,False,2024-01-20,,Rep_6
L1439,2023-03-25,SMB,EMEA,Inbound,Healthcare,False,,False,,,Rep_3
L1440,2023-12-25,Mid-Market,AMER,Event,Public Sector,False,,False,,,Rep_11
L1441,2024-12-16,SMB,APAC,Outbound,Public Sector,False,,False,,,Rep_3
L1442,2024-09-01,Mid-Market,EMEA,Event,Professional Services,False,,False,,,Rep_2
L1443,2023-11-14,SMB,EMEA,Partner,Public Sector,False,,False,,,Rep_11
L1444,2023-12-03,SMB,EMEA,Partner,Manufacturing,False,,False,,,Rep_11
L1445,2024-12-20,SMB,AMER,Outbound,Professional Services,False,,False,,,Rep_12
L1446,2024-12-02,Mid-Market,AMER,Inbound,Public Sector,False,,False,,,Rep_2
L1447,2024-10-23,Mid-Market,APAC,Event,Public Sector,False,,False,,,Rep_9
L1448,2024-01-06,Mid-Market,AMER,Event,Healthcare,True,2024-01-20,True,2024-04-13,50000.0,Rep_6
L1449,2024-05-12,Enterprise,EMEA,Inbound,Public Sector,True,2024-05-21,True,2024-09-03,154000.0,Rep_2
L1450,2024-06-03,SMB,APAC,Partner,Healthcare,False,,False,,,Rep_12
L1451,2024-06-23,Mid-Market,AMER,Outbound,Professional Services,True,2024-07-08,False,2024-09-09,,Rep_10
L1452,2024-01-21,Enterprise,EMEA,Event,Professional Services,True,2024-01-31,False,2024-04-12,,Rep_12
L1453,2024-03-24,Enterprise,APAC,Partner,Education,True,2024-04-09,False,2024-07-08,,Rep_8
L1454,2024-09-17,SMB,EMEA,Inbound,Public Sector,False,,False,,,Rep_12
L1455,2024-04-04,SMB,AMER,Event,Education,False,,False,,,Rep_4
L1456,2023-11-13,Mid-Market,APAC,Partner,Professional Services,False,,False,,,Rep_8
L1457,2023-07-18,Mid-Market,EMEA,Inbound,Manufacturing,False,,False,,,Rep_10
L1458,2024-03-27,Mid-Market,AMER,Event,Education,False,,False,,,Rep_5
L1459,2024-01-27,Enterprise,AMER,Outbound,Healthcare,False,,False,,,Rep_7
L1460,2023-06-15,SMB,AMER,Inbound,Public Sector,False,,False,,,Rep_10
L1461,2023-05-22,SMB,EMEA,Event,Education,False,,False,,,Rep_1
L1462,2024-10-18,SMB,APAC,Outbound,Public Sector,False,,False,,,Rep_6
L1463,2024-07-21,SMB,AMER,Partner,Professional Services,False,,False,,,Rep_12
L1464,2024-06-12,Enterprise,AMER,Inbound,Professional Services,False,,False,,,Rep_5
L1465,2023-03-27,SMB,EMEA,Event,Manufacturing,False,,False,,,Rep_5
L1466,2024-04-05,SMB,AMER,Event,Public Sector,False,,False,,,Rep_3
L1467,2024-03-23,SMB,APAC,Event,Education,True,2024-04-04,False,2024-08-01,,Rep_1
L1468,2024-02-29,SMB,EMEA,Outbound,Healthcare,True,2024-03-21,False,2024-07-27,,Rep_2
L1469,2024-01-19,Enterprise,AMER,Partner,Public Sector,True,2024-02-03,False,2024-05-28,,Rep_3
L1470,2023-05-21,SMB,EMEA,Event,Education,True,2023-06-10,False,2023-08-14,,Rep_12
L1471,2024-04-25,SMB,EMEA,Partner,Public Sector,False,,False,,,Rep_1
L1472,2023-03-23,Enterprise,AMER,Inbound,Healthcare,True,2023-04-03,False,2023-09-20,,Rep_12
L1473,2024-09-15,SMB,AMER,Outbound,Professional Services,False,,False,,,Rep_2
L1474,2023-10-23,SMB,APAC,Partner,Education,False,,False,,,Rep_2
L1475,2023-02-18,SMB,AMER,Outbound,Public Sector,False,,False,,,Rep_11
L1476,2024-09-29,Mid-Market,EMEA,Event,Professional Services,False,,False,,,Rep_2
L1477,2024-05-26,Mid-Market,EMEA,Partner,Healthcare,False,,False,,,Rep_1
L1478,2024-10-09,Mid-Market,EMEA,Inbound,Public Sector,False,,False,,,Rep_4
L1479,2023-05-28,Mid-Market,AMER,Outbound,Manufacturing,False,,False,,,Rep_1
L1480,2024-09-21,SMB,AMER,Outbound,Professional Services,False,,False,,,Rep_10
L1481,2024-03-02,SMB,EMEA,Partner,Education,False,,False,,,Rep_11
L1482,2023-03-29,SMB,AMER,Outbound,Healthcare,False,,False,,,Rep_6
L1483,2023-03-11,Enterprise,AMER,Inbound,Healthcare,False,,False,,,Rep_9
L1484,2024-06-03,Enterprise,EMEA,Partner,Healthcare,False,,False,,,Rep_9
L1485,2024-07-21,Mid-Market,APAC,Event,Professional Services,True,2024-08-10,True,2024-12-17,63000.0,Rep_6
L1486,2023-09-17,SMB,APAC,Inbound,Education,False,,False,,,Rep_6
L1487,2023-03-11,Enterprise,APAC,Event,Education,True,2023-04-08,False,2023-06-03,,Rep_10
L1488,2023-12-07,SMB,EMEA,Event,Manufacturing,True,2023-12-23,False,2024-03-06,,Rep_11
L1489,2024-04-20,Mid-Market,EMEA,Inbound,Manufacturing,False,,False,,,Rep_8
L1490,2024-10-08,Enterprise,AMER,Partner,Education,True,2024-10-17,True,2025-03-13,52000.0,Rep_1
L1491,2023-10-28,SMB,APAC,Event,Professional Services,False,,False,,,Rep_4
L1492,2023-02-12,SMB,AMER,Outbound,Public Sector,False,,False,,,Rep_5
L1493,2024-06-11,SMB,AMER,Inbound,Manufacturing,False,,False,,,Rep_9
L1494,2024-04-29,Enterprise,AMER,Partner,Education,True,2024-05-28,False,2024-09-08,,Rep_6
L1495,2023-02-18,Enterprise,APAC,Event,Public Sector,False,,False,,,Rep_6
L1496,2023-10-07,SMB,AMER,Event,Healthcare,True,2023-10-23,False,2024-03-03,,Rep_12
L1497,2024-03-26,Mid-Market,AMER,Partner,Public Sector,False,,False,,,Rep_7
L1498,2023-12-14,Mid-Market,EMEA,Outbound,Manufacturing,False,,False,,,Rep_8
L1499,2024-12-09,Enterprise,AMER,Outbound,Education,False,,False,,,Rep_9
